2012-08-07T00:00:00,112
2012-08-07T00:00:06,113
2012-08-07T00:00:12,111
2012-08-07T00:00:18,115
2012-08-07T00:00:24,113
2012-08-07T00:00:36,111
2012-08-07T00:00:42,112
2012-08-07T00:00:48,113
2012-08-07T00:00:54,113
2012-08-07T00:01:00,112
2012-08-07T00:01:06,112
2012-08-07T00:01:12,113
2012-08-07T00:01:18,111
2012-08-07T00:01:24,111
2012-08-07T00:01:31,111
2012-08-07T00:01:37,112
2012-08-07T00:01:43,113
2012-08-07T00:01:49,113
2012-08-07T00:01:55,111
2012-08-07T00:02:01,111
2012-08-07T00:02:07,113
2012-08-07T00:02:13,113
2012-08-07T00:02:19,111
2012-08-07T00:02:25,113
2012-08-07T00:02:31,112
2012-08-07T00:02:37,111
2012-08-07T00:02:43,112
2012-08-07T00:02:55,111
2012-08-07T00:03:01,110
2012-08-07T00:03:08,112
2012-08-07T00:03:14,111
2012-08-07T00:03:20,114
2012-08-07T00:03:26,112
2012-08-07T00:03:32,112
2012-08-07T00:03:38,111
2012-08-07T00:03:44,112
2012-08-07T00:03:50,110
2012-08-07T00:04:02,111
2012-08-07T00:04:08,111
2012-08-07T00:04:14,110
2012-08-07T00:04:21,112
2012-08-07T00:04:27,112
2012-08-07T00:04:33,112
2012-08-07T00:04:39,110
2012-08-07T00:04:45,111
2012-08-07T00:04:51,110
2012-08-07T00:04:57,112
2012-08-07T00:05:04,113
2012-08-07T00:05:09,110
2012-08-07T00:05:16,111
2012-08-07T00:05:22,113
2012-08-07T00:05:28,110
2012-08-07T00:05:33,110
2012-08-07T00:05:40,112
2012-08-07T00:05:46,110
2012-08-07T00:05:52,113
2012-08-07T00:05:58,111
2012-08-07T00:06:04,111
2012-08-07T00:06:10,114
2012-08-07T00:06:16,111
2012-08-07T00:06:22,111
2012-08-07T00:06:29,112
2012-08-07T00:06:35,111
2012-08-07T00:06:41,111
2012-08-07T00:06:46,111
2012-08-07T00:06:53,112
2012-08-07T00:06:59,113
2012-08-07T00:07:05,112
2012-08-07T00:07:11,113
2012-08-07T00:07:17,112
2012-08-07T00:07:24,111
2012-08-07T00:07:29,273
2012-08-07T00:07:36,265
2012-08-07T00:07:42,267
2012-08-07T00:07:48,265
2012-08-07T00:07:54,268
2012-08-07T00:08:00,277
2012-08-07T00:08:06,267
2012-08-07T00:08:18,264
2012-08-07T00:08:24,262
2012-08-07T00:08:30,256
2012-08-07T00:08:36,247
2012-08-07T00:08:42,246
2012-08-07T00:08:49,234
2012-08-07T00:08:55,230
2012-08-07T00:09:01,230
2012-08-07T00:09:07,222
2012-08-07T00:09:13,223
2012-08-07T00:09:19,215
2012-08-07T00:09:25,212
2012-08-07T00:09:31,211
2012-08-07T00:09:37,208
2012-08-07T00:09:49,202
2012-08-07T00:09:56,206
2012-08-07T00:10:02,206
2012-08-07T00:10:08,200
2012-08-07T00:10:14,196
2012-08-07T00:10:20,199
2012-08-07T00:10:39,194
2012-08-07T00:10:45,197
2012-08-07T00:10:51,195
2012-08-07T00:10:57,200
2012-08-07T00:11:03,198
2012-08-07T00:11:09,193
2012-08-07T00:11:15,196
2012-08-07T00:11:21,198
2012-08-07T00:11:27,190
2012-08-07T00:11:33,196
2012-08-07T00:11:39,197
2012-08-07T00:11:45,195
2012-08-07T00:11:51,191
2012-08-07T00:11:57,197
2012-08-07T00:12:03,198
2012-08-07T00:12:09,190
2012-08-07T00:12:15,198
2012-08-07T00:12:22,191
2012-08-07T00:12:27,194
2012-08-07T00:12:34,198
2012-08-07T00:12:40,194
2012-08-07T00:12:46,198
2012-08-07T00:12:52,197
2012-08-07T00:12:58,196
2012-08-07T00:13:04,197
2012-08-07T00:13:10,191
2012-08-07T00:13:16,197
2012-08-07T00:13:23,190
2012-08-07T00:13:29,197
2012-08-07T00:13:41,194
2012-08-07T00:13:47,198
2012-08-07T00:13:53,193
2012-08-07T00:14:05,198
2012-08-07T00:14:11,191
2012-08-07T00:14:17,196
2012-08-07T00:14:29,196
2012-08-07T00:14:35,196
2012-08-07T00:14:41,197
