21:47:28,310
21:47:34,307
21:47:41,292
21:47:47,292
21:47:53,281
21:47:59,276
21:48:05,275
21:48:12,286
21:48:18,270
21:48:24,262
21:48:30,265
21:48:36,262
21:48:42,258
21:48:49,255
21:48:55,251
21:49:01,245
21:49:07,246
21:49:13,252
21:49:20,246
21:49:26,245
21:49:32,249
21:49:38,250
21:49:51,253
21:49:57,253
21:50:03,245
21:50:09,249
21:50:15,249
21:50:22,254
21:50:28,252
21:50:34,239
21:50:40,250
21:50:46,242
21:50:53,243
21:51:05,242
21:51:11,247
21:51:17,244
21:51:24,242
21:51:30,238
21:51:36,241
21:51:42,238
21:51:49,239
21:51:55,243
21:52:01,240
21:52:07,238
21:52:13,244
21:52:20,245
21:52:26,244
21:52:32,257
21:52:38,259
21:52:51,246
21:52:57,242
21:53:03,240
21:53:09,246
21:53:15,246
21:53:22,238
21:53:28,242
21:53:34,242
21:53:40,240
21:53:46,257
21:53:52,242
21:53:59,242
21:54:05,235
21:54:11,239
21:54:17,243
21:54:23,238
21:54:30,242
21:54:36,250
21:54:42,238
21:54:48,261
21:54:54,251
21:55:01,244
21:55:13,253
21:55:19,239
21:55:25,244
21:55:32,148
21:55:38,149
21:55:44,148
21:55:50,145
21:55:56,149
21:56:03,152
21:56:09,151
21:56:15,149
21:56:21,156
21:56:27,150
21:56:34,162
21:56:40,148
21:56:46,148
21:56:58,148
21:57:05,155
21:57:11,151
21:57:17,149
21:57:29,155
21:57:36,155
21:57:42,149
21:57:48,152
21:57:54,154
21:58:00,152
21:58:07,150
21:58:13,150
21:58:19,160
21:58:25,146
21:58:31,154
21:58:38,167
21:58:44,162
21:58:50,166
21:58:56,168
21:59:02,151
21:59:08,155
21:59:15,149
21:59:21,162
21:59:27,152
21:59:33,149
21:59:39,152
21:59:52,152
21:59:58,162
22:00:04,149
22:00:10,149
22:00:23,150
22:00:29,148
22:00:35,151
22:00:41,153
22:00:47,148
22:01:00,149
22:01:06,148
22:01:12,149
22:01:18,148
22:01:25,149
22:01:31,149
22:01:37,152
22:01:43,146
22:01:49,162
22:01:55,148
22:02:02,148
22:02:08,148
22:02:14,147
22:02:20,150
22:02:26,148
22:02:33,149
22:02:39,156
22:02:45,149
22:02:51,148
22:02:57,151
22:03:04,159
22:03:10,154
22:03:16,156
22:03:22,152
22:03:28,155
22:03:35,164
22:03:41,162
22:03:53,156
22:04:00,157
22:04:06,159
22:04:12,158
22:04:18,159
22:04:24,161
22:04:31,155
22:04:37,161
22:04:43,149
22:04:49,158
22:04:55,151
22:05:02,148
22:05:08,153
22:05:14,151
22:05:20,159
22:05:26,150
22:05:39,151
22:05:45,161
22:05:57,151
22:06:10,151
22:06:16,150
22:06:22,148
22:06:28,147
22:06:35,148
22:06:41,158
22:06:47,148
22:06:53,152
22:06:59,306
22:07:06,327
22:07:12,320
22:07:18,326
22:07:24,322
